"","name","itemLevel","upgradeLvl","bind","hand","type","damageLow","damageHigh","speed","dps","orOption","agility","critStrike","haste","intellect","mastery","stamina","strength","versatility","durability","reqLvl","sellPriceGold","sellPriceSilver","sellPriceCopper","side","expansion","patchNum"
"5820","Snowdrift's Bladed Staff","435",NA,"Binds when picked up","Two-Hand","Staff","183","248","3.60","59.95",NA,"33","21",NA,NA,"23","50",NA,NA,"100",87,"28","15","7",NA,"Mists of Pandaria","5.0.1"
"5821","Crescent of Ichor","435",NA,"Binds when picked up","One-Hand","Axe","78","164","2.60","46.69",NA,"14",NA,"10",NA,"9","21",NA,NA,"90",87,"23","4","15",NA,"Mists of Pandaria","5.0.1"
"5822","Snowdrift's Bladed Staff","435",NA,"Binds when picked up","Two-Hand","Staff","183","248","3.60","59.95",NA,"33","21",NA,NA,"23","50",NA,NA,"100",87,"29","73","84",NA,"Legion","7.1.5"
"5823","Warmace of Taran Zhu","435",NA,"Binds when picked up","Two-Hand","Mace","189","243","3.60","60.00",NA,NA,"20",NA,NA,"23","50","33",NA,"100",87,"29","62","76",NA,"Legion","7.1.5"
"5824","Crescent of Ichor","435",NA,"Binds when picked up","One-Hand","Axe","78","164","2.60","46.69",NA,"14",NA,"10",NA,"9","21",NA,NA,"90",87,"24","60","81",NA,"Legion","7.1.5"
"5825","Hozen Warrior Spear",NA,NA,NA,"Two-Hand","Polearm","148","275","3.60","58.78",NA,"33",NA,"19",NA,"23","49",NA,NA,"100",86,"28","87","49",NA,"Mists of Pandaria","5.0.3"
"5826","Mogu'Dar, Blade of the Thousand Slaves","463",NA,"Binds when picked up","Two-Hand","Sword","170","285","3.60","63.32",NA,NA,"20","26",NA,NA,"53","35",NA,"120",88,"42","38","7",NA,"Legion","7.1.5"
"5827","Klatith, Fangs of the Swarm","463",NA,"Binds when picked up","Ranged","Bow","161","218","3.00","63.24",NA,"35","23","23",NA,NA,"53",NA,NA,NA,88,"42","99","95",NA,"Legion","7.1.5"
"5828","Tempestuous Longbow","450",NA,"Binds when picked up","Ranged","Bow","156","212","3.00","61.43",NA,"34","23","23",NA,NA,"51",NA,NA,"100",89,"29","36","57",NA,"Mists of Pandaria","5.4.0"
"5829","Malik's Stalwart Spear",NA,NA,NA,"Two-Hand","Polearm","154","287","3.60","61.36",NA,"34",NA,"23",NA,"23","51",NA,NA,"100",86,"29","6","88",NA,"Mists of Pandaria","5.0.5"
"5830","Blade of the Prime",NA,NA,NA,"One-Hand","Sword","93","155","2.60","47.70",NA,NA,"9",NA,NA,"10","22","15",NA,"90",86,"23","43","26",NA,"Mists of Pandaria","5.0.1"
"5831","Haromm's Frozen Crescent","572","4","Binds when picked up","One-Hand","Axe","229","477","2.60","135.87",NA,NA,NA,"27",NA,"23","62","38",NA,"110",90,"39","63","54",NA,"Mists of Pandaria","5.4.0"
"5832","Malkorok's Skullcleaver","572","4","Binds when picked up","One-Hand","Axe","229","477","2.60","135.87",NA,NA,"24","27",NA,NA,"62","38",NA,"110",90,"41","42","50",NA,"Mists of Pandaria","5.4.0"
"5833","Seismic Bore","572","4","Binds when picked up","One-Hand","Mace","308","397","2.60","135.76",NA,"38","26","25",NA,NA,"62",NA,NA,"110",90,"39","93","16",NA,"Mists of Pandaria","5.4.0"
"5834","Kardris' Scepter","572","4","Binds when picked up","One-Hand","Mace","154","199","2.60","67.98",NA,NA,"20",NA,"566","29","62",NA,NA,"110",90,"38","15","80",NA,"Mists of Pandaria","5.4.0"
"5835","Siegecrafter's Forge Hammer","572","4","Binds when picked up","One-Hand","Mace","308","397","2.60","135.76",NA,NA,NA,"26",NA,"25","62","38",NA,"110",90,"41","12","47",NA,"Mists of Pandaria","5.4.0"
"5836","Horned Mace of the Old Ones","572","4","Binds when picked up","One-Hand","Mace","154","199","2.60","67.98",NA,NA,NA,"25","566","26","62",NA,NA,"110",90,"38","30","62",NA,"Mists of Pandaria","5.4.0"
"5837","Halberd of Inner Shadows","572","4","Binds when picked up","Two-Hand","Polearm","440","818","3.60","174.79",NA,"93",NA,"62",NA,"64","146",NA,NA,"120",90,"51","96","64",NA,"Mists of Pandaria","5.4.0"
"5838","Britomart's Jagged Pike","572","4","Binds when picked up","Two-Hand","Polearm","440","818","3.60","174.79",NA,NA,NA,"55",NA,"68","146","93",NA,"120",90,"51","22","7",NA,"Mists of Pandaria","5.4.0"
"5839","Xifeng, Longblade of the Titanic Guardian","572","4","Binds when picked up","One-Hand","Sword","264","441","2.60","135.74",NA,NA,"28",NA,NA,"22","62","38",NA,"110",90,"38","59","84",NA,"Mists of Pandaria","5.4.0"
"5840","Arcweaver Spell Sword","572","4","Binds when picked up","One-Hand","Sword","132","221","2.60","67.96",NA,NA,"27","23","566",NA,"62",NA,NA,"110",90,"40","68","83",NA,"Mists of Pandaria","5.4.0"
"5841","Enchanted Shao-Tien Saber","572","4","Binds when picked up","One-Hand","Sword","264","441","2.60","135.74",NA,"38","24","27",NA,NA,"62",NA,NA,"110",90,"39","94","76",NA,"Mists of Pandaria","5.4.0"
"5842","Kil'ruk's Furious Blade","572","4","Binds when picked up","One-Hand","Sword","264","441","2.60","135.74",NA,NA,"26","26",NA,NA,"62","38",NA,"110",90,"41","56","51",NA,"Mists of Pandaria","5.4.0"
"5843","Trident of Corrupted Waters","572","4","Binds when picked up","Two-Hand","Staff","534","724","3.60","174.84",NA,"93","71","48",NA,NA,"146",NA,NA,"120",90,"51","96","64",NA,"Mists of Pandaria","5.4.0"
"5844","Gaze of Arrogance","572","4","Binds when picked up","Two-Hand","Staff","267","362","3.60","87.42",NA,NA,"60",NA,"624","65","146",NA,NA,"120",90,"50","85","4",NA,"Mists of Pandaria","5.4.0"
"5845","Drakebinder Greatstaff","572","4","Binds when picked up","Two-Hand","Staff","267","362","3.60","87.42",NA,NA,"73",NA,"624","46","146",NA,NA,"120",90,"51","21","57",NA,"Mists of Pandaria","5.4.0"
"5846","Lever of the Megantholithic Apparatus","572","4","Binds when picked up","Two-Hand","Staff","267","362","3.60","87.42",NA,NA,"68","53","624",NA,"146",NA,NA,"120",90,"51","3","5",NA,"Mists of Pandaria","5.4.0"
"5847","Kor'kron Spire of Supremacy","572","4","Binds when picked up","Two-Hand","Staff","534","724","3.60","174.84",NA,"93","68",NA,NA,"55","146",NA,NA,"120",90,"52","32","67",NA,"Mists of Pandaria","5.4.0"
"5848","Softfoot's Last Resort","572","4","Binds when picked up","One-Hand","Fist Weapon","291","415","2.60","135.83",NA,"38","28","22",NA,NA,"62",NA,NA,"80",90,"39","93","96",NA,"Mists of Pandaria","5.4.0"
"5849","Norushen's Shortblade","572","4","Binds when picked up","One-Hand","Dagger","183","306","1.80","135.93",NA,"38","23",NA,NA,"27","62",NA,NA,"80",90,"38","74","66",NA,"Mists of Pandaria","5.4.0"
"5850","Nazgrim's Gutripper","572","4","Binds when picked up","One-Hand","Dagger","183","306","1.80","135.93",NA,"38","27","24",NA,NA,"62",NA,NA,"80",90,"39","3","88",NA,"Mists of Pandaria","5.4.0"
"5851","Hvitserk's Formidable Shanker","572","4","Binds when picked up","One-Hand","Dagger","183","306","1.80","135.93",NA,"38",NA,"26",NA,"26","62",NA,NA,"80",90,"38","89","47",NA,"Mists of Pandaria","5.4.0"
"5852","Rik'kal's Bloody Scalpel","572","4","Binds when picked up","One-Hand","Dagger","91","153","1.80","67.96",NA,NA,"25","26","566",NA,"62",NA,NA,"80",90,"41","71","32",NA,"Mists of Pandaria","5.4.0"
"5853","Korven's Crimson Crescent","572","4","Binds when picked up","One-Hand","Axe","229","477","2.60","135.87",NA,"38","26",NA,NA,"26","62",NA,NA,"110",90,"41","42","9",NA,"Mists of Pandaria","5.4.0"
"5854","Encapsulated Essence of Immerseus","572","4","Binds when picked up","One-Hand","Mace","308","397","2.60","135.76",NA,NA,"26",NA,NA,"26","62","38",NA,"110",90,"41","71","72",NA,"Mists of Pandaria","5.4.0"
"5855","Korven's Crimson Crescent","566","4","Binds when picked up","One-Hand","Axe","217","451","2.60","128.48",NA,"35","24",NA,NA,"24","59",NA,NA,"110",90,"40","88","97",NA,"Mists of Pandaria","5.4.0"
"5856","Rik'kal's Bloody Scalpel","540","4","Binds when picked up","One-Hand","Dagger","67","113","1.80","50.25",NA,NA,"18","19","422",NA,"47",NA,NA,"80",90,"38","90","67",NA,"Warlords of Draenor","6.0.1"
"5857","Siegecrafter's Forge Hammer","566","4","Binds when picked up","One-Hand","Mace","292","376","2.60","128.51",NA,NA,NA,"25",NA,"24","59","35",NA,"110",90,"40","59","72",NA,"Mists of Pandaria","5.4.0"
"5858","Horned Mace of the Old Ones","566","4","Binds when picked up","One-Hand","Mace","146","188","2.60","64.26",NA,NA,NA,"24","537","25","59",NA,NA,"110",90,"37","81","49",NA,"Mists of Pandaria","5.4.0"
"5859","Halberd of Inner Shadows","566","4","Binds when picked up","Two-Hand","Polearm","416","774","3.60","165.37",NA,"88",NA,"58",NA,"60","138",NA,NA,"120",90,"51","29","99",NA,"Mists of Pandaria","5.4.0"
"5860","Britomart's Jagged Pike","566","4","Binds when picked up","Two-Hand","Polearm","416","774","3.60","165.37",NA,NA,NA,"52",NA,"64","138","88",NA,"120",90,"50","56","38",NA,"Mists of Pandaria","5.4.0"
"5861","Xifeng, Longblade of the Titanic Guardian","566","4","Binds when picked up","One-Hand","Sword","250","418","2.60","128.56",NA,NA,"26",NA,NA,"21","59","35",NA,"110",90,"38","10","34",NA,"Mists of Pandaria","5.4.0"
"5862","Arcweaver Spell Sword","566","4","Binds when picked up","One-Hand","Sword","125","209","2.60","64.28",NA,NA,"26","22","537",NA,"59",NA,NA,"110",90,"40","16","64",NA,"Mists of Pandaria","5.4.0"
"5863","Enchanted Shao-Tien Saber","566","4","Binds when picked up","One-Hand","Sword","250","418","2.60","128.56",NA,"35","23","25",NA,NA,"59",NA,NA,"110",90,"39","43","53",NA,"Mists of Pandaria","5.4.0"
"5864","Kil'ruk's Furious Blade","566","4","Binds when picked up","One-Hand","Sword","250","418","2.60","128.56",NA,NA,"24","24",NA,NA,"59","35",NA,"110",90,"41","3","20",NA,"Mists of Pandaria","5.4.0"
"5865","Trident of Corrupted Waters","566","4","Binds when picked up","Two-Hand","Staff","505","684","3.60","165.27",NA,"88","67","46",NA,NA,"138",NA,NA,"120",90,"51","29","99",NA,"Mists of Pandaria","5.4.0"
"5866","Gaze of Arrogance","566","4","Binds when picked up","Two-Hand","Staff","252","342","3.60","82.63",NA,NA,"57",NA,"590","61","138",NA,NA,"120",90,"50","19","82",NA,"Mists of Pandaria","5.4.0"
"5867","Drakebinder Greatstaff","566","4","Binds when picked up","Two-Hand","Staff","252","342","3.60","82.63",NA,NA,"69",NA,"590","44","138",NA,NA,"120",90,"50","55","88",NA,"Mists of Pandaria","5.4.0"
"5868","Lever of the Megantholithic Apparatus","566","4","Binds when picked up","Two-Hand","Staff","252","342","3.60","82.63",NA,NA,"65","50","590",NA,"138",NA,NA,"120",90,"50","37","60",NA,"Mists of Pandaria","5.4.0"
"5869","Kor'kron Spire of Supremacy","566","4","Binds when picked up","Two-Hand","Staff","505","684","3.60","165.27",NA,"88","64",NA,NA,"52","138",NA,NA,"120",90,"51","65","56",NA,"Mists of Pandaria","5.4.0"
"5870","Softfoot's Last Resort","566","4","Binds when picked up","One-Hand","Fist Weapon","275","392","2.60","128.38",NA,"35","26","21",NA,NA,"59",NA,NA,"80",90,"39","42","74",NA,"Mists of Pandaria","5.4.0"
"5871","Norushen's Shortblade","566","4","Binds when picked up","One-Hand","Dagger","173","289","1.80","128.45",NA,"35","22",NA,NA,"26","59",NA,NA,"80",90,"38","24","96",NA,"Mists of Pandaria","5.4.0"
"5872","Nazgrim's Gutripper","566","4","Binds when picked up","One-Hand","Dagger","173","289","1.80","128.45",NA,"35","25","22",NA,NA,"59",NA,NA,"80",90,"38","53","81",NA,"Mists of Pandaria","5.4.0"
"5873","Hvitserk's Formidable Shanker","566","4","Binds when picked up","One-Hand","Dagger","173","289","1.80","128.45",NA,"35",NA,"24",NA,"24","59",NA,NA,"80",90,"38","39","58",NA,"Mists of Pandaria","5.4.0"
"5874","Rik'kal's Bloody Scalpel","566","4","Binds when picked up","One-Hand","Dagger","86","145","1.80","64.37",NA,NA,"24","25","537",NA,"59",NA,NA,"80",90,"41","17","82",NA,"Mists of Pandaria","5.4.0"
"5875","Seismic Bore","572","4","Binds when picked up","One-Hand","Mace","308","397","2.60","135.76",NA,"38","26","25",NA,NA,"62",NA,NA,"110",90,"39","93","16",NA,"Mists of Pandaria","5.4.0"
"5876","Malkorok's Skullcleaver","566","4","Binds when picked up","One-Hand","Axe","217","451","2.60","128.48",NA,NA,"22","25",NA,NA,"59","35",NA,"110",90,"40","89","37",NA,"Mists of Pandaria","5.4.0"
"5877","Hvitserk's Formidable Shanker","540","4","Binds when picked up","One-Hand","Dagger","135","226","1.80","100.49",NA,"27",NA,"19",NA,"19","47",NA,NA,"80",90,"36","67","8",NA,"Warlords of Draenor","6.0.1"
"5878","Nazgrim's Gutripper","540","4","Binds when picked up","One-Hand","Dagger","135","226","1.80","100.49",NA,"27","20","17",NA,NA,"47",NA,NA,"80",90,"36","65","94",NA,"Warlords of Draenor","6.0.1"
"5879","Norushen's Shortblade","540","4","Binds when picked up","One-Hand","Dagger","135","226","1.80","100.49",NA,"27","17",NA,NA,"20","47",NA,NA,"80",90,"39","47","42",NA,"Warlords of Draenor","6.0.1"
"5880","Softfoot's Last Resort","540","4","Binds when picked up","One-Hand","Fist Weapon","215","307","2.60","100.52",NA,"27","20","16",NA,NA,"47",NA,NA,"80",90,"37","9","83",NA,"Warlords of Draenor","6.0.1"
"5881","Gaze of Arrogance","540","4","Binds when picked up","Two-Hand","Staff","198","268","3.60","64.73",NA,NA,"44",NA,"461","48","108",NA,NA,"120",90,"46","71","34",NA,"Warlords of Draenor","6.0.1"
"5882","Malkorok's Skullcleaver","572","4","Binds when picked up","One-Hand","Axe","229","477","2.60","135.87",NA,NA,"24","27",NA,NA,"62","38",NA,"110",90,"41","42","50",NA,"Mists of Pandaria","5.4.0"
"5883","Seismic Bore","572","4","Binds when picked up","One-Hand","Mace","308","397","2.60","135.76",NA,"38","26","25",NA,NA,"62",NA,NA,"110",90,"39","93","16",NA,"Mists of Pandaria","5.4.0"
"5884","Kardris' Scepter","572","4","Binds when picked up","One-Hand","Mace","154","199","2.60","67.98",NA,NA,"20",NA,"566","29","62",NA,NA,"110",90,"38","15","80",NA,"Mists of Pandaria","5.4.0"
"5885","Siegecrafter's Forge Hammer","572","4","Binds when picked up","One-Hand","Mace","308","397","2.60","135.76",NA,NA,NA,"26",NA,"25","62","38",NA,"110",90,"41","12","47",NA,"Mists of Pandaria","5.4.0"
"5886","Horned Mace of the Old Ones","572","4","Binds when picked up","One-Hand","Mace","154","199","2.60","67.98",NA,NA,NA,"25","566","26","62",NA,NA,"110",90,"38","30","62",NA,"Mists of Pandaria","5.4.0"
"5887","Halberd of Inner Shadows","572","4","Binds when picked up","Two-Hand","Polearm","440","818","3.60","174.79",NA,"93",NA,"62",NA,"64","146",NA,NA,"120",90,"51","96","64",NA,"Mists of Pandaria","5.4.0"
"5888","Britomart's Jagged Pike","572","4","Binds when picked up","Two-Hand","Polearm","440","818","3.60","174.79",NA,NA,NA,"55",NA,"68","146","93",NA,"120",90,"51","22","7",NA,"Mists of Pandaria","5.4.0"
"5889","Xifeng, Longblade of the Titanic Guardian","572","4","Binds when picked up","One-Hand","Sword","264","441","2.60","135.74",NA,NA,"28",NA,NA,"22","62","38",NA,"110",90,"38","59","84",NA,"Mists of Pandaria","5.4.0"
"5890","Arcweaver Spell Sword","572","4","Binds when picked up","One-Hand","Sword","132","221","2.60","67.96",NA,NA,"27","23","566",NA,"62",NA,NA,"110",90,"40","68","83",NA,"Mists of Pandaria","5.4.0"
"5891","Enchanted Shao-Tien Saber","572","4","Binds when picked up","One-Hand","Sword","264","441","2.60","135.74",NA,"38","24","27",NA,NA,"62",NA,NA,"110",90,"39","94","76",NA,"Mists of Pandaria","5.4.0"
"5892","Kil'ruk's Furious Blade","572","4","Binds when picked up","One-Hand","Sword","264","441","2.60","135.74",NA,NA,"26","26",NA,NA,"62","38",NA,"110",90,"41","56","51",NA,"Mists of Pandaria","5.4.0"
"5893","Trident of Corrupted Waters","572","4","Binds when picked up","Two-Hand","Staff","534","724","3.60","174.84",NA,"93","71","48",NA,NA,"146",NA,NA,"120",90,"51","96","64",NA,"Mists of Pandaria","5.4.0"
"5894","Gaze of Arrogance","572","4","Binds when picked up","Two-Hand","Staff","267","362","3.60","87.42",NA,NA,"60",NA,"624","65","146",NA,NA,"120",90,"50","85","4",NA,"Mists of Pandaria","5.4.0"
"5895","Drakebinder Greatstaff","572","4","Binds when picked up","Two-Hand","Staff","267","362","3.60","87.42",NA,NA,"73",NA,"624","46","146",NA,NA,"120",90,"51","21","57",NA,"Mists of Pandaria","5.4.0"
"5896","Lever of the Megantholithic Apparatus","572","4","Binds when picked up","Two-Hand","Staff","267","362","3.60","87.42",NA,NA,"68","53","624",NA,"146",NA,NA,"120",90,"51","3","5",NA,"Mists of Pandaria","5.4.0"
"5897","Kor'kron Spire of Supremacy","572","4","Binds when picked up","Two-Hand","Staff","534","724","3.60","174.84",NA,"93","68",NA,NA,"55","146",NA,NA,"120",90,"52","32","67",NA,"Mists of Pandaria","5.4.0"
"5898","Softfoot's Last Resort","572","4","Binds when picked up","One-Hand","Fist Weapon","291","415","2.60","135.83",NA,"38","28","22",NA,NA,"62",NA,NA,"80",90,"39","93","96",NA,"Mists of Pandaria","5.4.0"
"5899","Norushen's Shortblade","572","4","Binds when picked up","One-Hand","Dagger","183","306","1.80","135.93",NA,"38","23",NA,NA,"27","62",NA,NA,"80",90,"38","74","66",NA,"Mists of Pandaria","5.4.0"
"5900","Nazgrim's Gutripper","572","4","Binds when picked up","One-Hand","Dagger","183","306","1.80","135.93",NA,"38","27","24",NA,NA,"62",NA,NA,"80",90,"39","3","88",NA,"Mists of Pandaria","5.4.0"
"5901","Hvitserk's Formidable Shanker","572","4","Binds when picked up","One-Hand","Dagger","183","306","1.80","135.93",NA,"38",NA,"26",NA,"26","62",NA,NA,"80",90,"38","89","47",NA,"Mists of Pandaria","5.4.0"
"5902","Rik'kal's Bloody Scalpel","572","4","Binds when picked up","One-Hand","Dagger","91","153","1.80","67.96",NA,NA,"25","26","566",NA,"62",NA,NA,"80",90,"41","71","32",NA,"Mists of Pandaria","5.4.0"
"5903","Korven's Crimson Crescent","572","4","Binds when picked up","One-Hand","Axe","229","477","2.60","135.87",NA,"38","26",NA,NA,"26","62",NA,NA,"110",90,"41","42","9",NA,"Mists of Pandaria","5.4.0"
"5904","Encapsulated Essence of Immerseus","572","4","Binds when picked up","One-Hand","Mace","308","397","2.60","135.76",NA,NA,"26",NA,NA,"26","62","38",NA,"110",90,"41","71","72",NA,"Mists of Pandaria","5.4.0"
"5905","Korven's Crimson Crescent","566","4","Binds when picked up","One-Hand","Axe","217","451","2.60","128.48",NA,"35","24",NA,NA,"24","59",NA,NA,"110",90,"40","88","97",NA,"Mists of Pandaria","5.4.0"
"5906","Rik'kal's Bloody Scalpel","540","4","Binds when picked up","One-Hand","Dagger","67","113","1.80","50.25",NA,NA,"18","19","422",NA,"47",NA,NA,"80",90,"38","90","67",NA,"Warlords of Draenor","6.0.1"
"5907","Siegecrafter's Forge Hammer","566","4","Binds when picked up","One-Hand","Mace","292","376","2.60","128.51",NA,NA,NA,"25",NA,"24","59","35",NA,"110",90,"40","59","72",NA,"Mists of Pandaria","5.4.0"
"5908","Carapace Breaker","450",NA,"Binds when picked up","One-Hand","Mace","54","70","2.60","23.90",NA,NA,"10","10","202",NA,"22",NA,NA,"90",90,"24","79","3",NA,"Legion","7.1.5"
"5909","Halberd of Inner Shadows","566","4","Binds when picked up","Two-Hand","Polearm","416","774","3.60","165.37",NA,"88",NA,"58",NA,"60","138",NA,NA,"120",90,"51","29","99",NA,"Mists of Pandaria","5.4.0"
"5910","Britomart's Jagged Pike","566","4","Binds when picked up","Two-Hand","Polearm","416","774","3.60","165.37",NA,NA,NA,"52",NA,"64","138","88",NA,"120",90,"50","56","38",NA,"Mists of Pandaria","5.4.0"
"5911","Xifeng, Longblade of the Titanic Guardian","566","4","Binds when picked up","One-Hand","Sword","250","418","2.60","128.56",NA,NA,"26",NA,NA,"21","59","35",NA,"110",90,"38","10","34",NA,"Mists of Pandaria","5.4.0"
"5912","Arcweaver Spell Sword","566","4","Binds when picked up","One-Hand","Sword","125","209","2.60","64.28",NA,NA,"26","22","537",NA,"59",NA,NA,"110",90,"40","16","64",NA,"Mists of Pandaria","5.4.0"
"5913","Enchanted Shao-Tien Saber","566","4","Binds when picked up","One-Hand","Sword","250","418","2.60","128.56",NA,"35","23","25",NA,NA,"59",NA,NA,"110",90,"39","43","53",NA,"Mists of Pandaria","5.4.0"
"5914","Crescent of Ichor","463","1","Binds when picked up","One-Hand","Axe","83","173","2.60","49.25",NA,"15",NA,"10",NA,"10","23",NA,NA,"90",90,"24","39","39",NA,"Mists of Pandaria","5.0.1"
"5915","Trident of Corrupted Waters","566","4","Binds when picked up","Two-Hand","Staff","505","684","3.60","165.27",NA,"88","67","46",NA,NA,"138",NA,NA,"120",90,"51","29","99",NA,"Mists of Pandaria","5.4.0"
"5916","Gaze of Arrogance","566","4","Binds when picked up","Two-Hand","Staff","252","342","3.60","82.63",NA,NA,"57",NA,"590","61","138",NA,NA,"120",90,"50","19","82",NA,"Mists of Pandaria","5.4.0"
"5917","Drakebinder Greatstaff","566","4","Binds when picked up","Two-Hand","Staff","252","342","3.60","82.63",NA,NA,"69",NA,"590","44","138",NA,NA,"120",90,"50","55","88",NA,"Mists of Pandaria","5.4.0"
"5918","Lever of the Megantholithic Apparatus","566","4","Binds when picked up","Two-Hand","Staff","252","342","3.60","82.63",NA,NA,"65","50","590",NA,"138",NA,NA,"120",90,"50","37","60",NA,"Mists of Pandaria","5.4.0"
"5919","Kor'kron Spire of Supremacy","566","4","Binds when picked up","Two-Hand","Staff","505","684","3.60","165.27",NA,"88","64",NA,NA,"52","138",NA,NA,"120",90,"51","65","56",NA,"Mists of Pandaria","5.4.0"
"5920","Softfoot's Last Resort","566","4","Binds when picked up","One-Hand","Fist Weapon","275","392","2.60","128.38",NA,"35","26","21",NA,NA,"59",NA,NA,"80",90,"39","42","74",NA,"Mists of Pandaria","5.4.0"
"5921","Je'lyu, Spirit of the Serpent","423",NA,"Binds when picked up","One-Hand","Mace","51","67","2.60","22.84",NA,NA,NA,"8","188","10","21",NA,NA,"110",90,"34","15","4",NA,"Legion","7.1.5"
"5922","Nazgrim's Gutripper","566","4","Binds when picked up","One-Hand","Dagger","173","289","1.80","128.45",NA,"35","25","22",NA,NA,"59",NA,NA,"80",90,"38","53","81",NA,"Mists of Pandaria","5.4.0"
"5923","Hvitserk's Formidable Shanker","566","4","Binds when picked up","One-Hand","Dagger","173","289","1.80","128.45",NA,"35",NA,"24",NA,"24","59",NA,NA,"80",90,"38","39","58",NA,"Mists of Pandaria","5.4.0"
